PropertyKey|RealEstatePropertyCode|ProvalLrsnId|NeighborhoodNbr|PropertyStreetNbrNameText|SalesTypeCode|SalesTypeDsc|DeedBookNbr|DeedPageNbr|GranteeName|SaleAmt|SaleDate|LandRecordDocumentNbr|MaskOwnerAddressInd
23468|17041042|31424|412006|1011 ARLINGTON BLVD 401|5|5-Not Market Sale|2755|2186|ARLAND LLC                          |0|1995-12-28 00:00:00||False
23468|17041042|31424|412006|1011 ARLINGTON BLVD 401|||3371|1905|ARLAND LLC                          |60000|2002-09-12 00:00:00||False
23469|17041043|31425|412006|1011 ARLINGTON BLVD 402|5|5-Not Market Sale|1624|0099|ARLAND LLC                          |0|1966-01-01 00:00:00||False
23469|17041043|31425|412006|1011 ARLINGTON BLVD 402|5|5-Not Market Sale|2755|2186|ARLAND LLC                          |0|1995-12-28 00:00:00||False
23469|17041043|31425|412006|1011 ARLINGTON BLVD 402|||3371|1908|ARLAND LLC                          |60000|2002-09-12 00:00:00||False
23470|17041044|31426|412006|1011 ARLINGTON BLVD 403|5|5-Not Market Sale|1624|0099|ARLAND LLC                          |0|1966-01-01 00:00:00||False
23470|17041044|31426|412006|1011 ARLINGTON BLVD 403|5|5-Not Market Sale|2755|2186|ARLAND LLC                          |0|1995-12-28 00:00:00||False
23470|17041044|31426|412006|1011 ARLINGTON BLVD 403|||3738|2035|ARLAND LLC                          |125000|2004-07-30 00:00:00||False
66659|17041045|31427|412006|1011 ARLINGTON BLVD 404|||2689|0193|ARLAND LLC                          |18400|1994-07-14 00:00:00||False
66659|17041045|31427|412006|1011 ARLINGTON BLVD 404|5|5-Not Market Sale|2755|2186|ARLAND LLC                          |0|1995-12-28 00:00:00||False
23471|17041046|31428|412006|1011 ARLINGTON BLVD 405|||2425|1797|ARLAND LLC                          |84000|1990-03-21 00:00:00||False
23471|17041046|31428|412006|1011 ARLINGTON BLVD 405|5|5-Not Market Sale|2755|2186|ARLAND LLC                          |0|1995-12-28 00:00:00||False
23471|17041046|31428|412006|1011 ARLINGTON BLVD 405|O|O-Assignment of Lease|    |    |ARLAND LLC                          |132000|2019-05-14 00:00:00|20190100008172                  |False
23472|17041047|31429|412006|1011 ARLINGTON BLVD 406|5|5-Not Market Sale|1624|0099|ARLAND LLC                          |0|1966-01-01 00:00:00||False
23472|17041047|31429|412006|1011 ARLINGTON BLVD 406|5|5-Not Market Sale|2755|2186|ARLAND LLC                          |0|1995-12-28 00:00:00||False
23472|17041047|31429|412006|1011 ARLINGTON BLVD 406|||3401|0190|ARLAND LLC                          |99900|2002-10-31 00:00:00||False
23472|17041047|31429|412006|1011 ARLINGTON BLVD 406|||4185|0634|ARLAND LLC                          |245000|2008-04-04 00:00:00||False
23472|17041047|31429|412006|1011 ARLINGTON BLVD 406|O|O-Assignment of Lease|||ARLAND LLC|190000|2023-11-16 00:00:00|20230100013460                  |False
66660|17041048|31430|412006|1011 ARLINGTON BLVD 407|5|5-Not Market Sale|1624|0099|ARLAND LLC                          |0|1966-01-01 00:00:00||False
66660|17041048|31430|412006|1011 ARLINGTON BLVD 407|5|5-Not Market Sale|2755|2186|ARLAND LLC                          |0|1995-12-28 00:00:00||False
66660|17041048|31430|412006|1011 ARLINGTON BLVD 407|||3716|1994|ARLAND LLC                          |180000|2004-06-04 00:00:00||False
66660|17041048|31430|412006|1011 ARLINGTON BLVD 407|||4095|0504|ARLAND LLC                          |250000|2007-04-04 00:00:00||False
66660|17041048|31430|412006|1011 ARLINGTON BLVD 407|A|A-Correction Deed|    |    |ARLAND LLC                          |0|2018-02-16 00:00:00|20180100006888                  |False
66660|17041048|31430|412006|1011 ARLINGTON BLVD 407|O|O-Assignment of Lease|    |    |ARLAND LLC                          |170000|2018-02-16 00:00:00|20180100002653                  |False
23473|17041049|31431|412006|1011 ARLINGTON BLVD 408|5|5-Not Market Sale|1624|0099|ARLAND LLC                          |0|1966-01-01 00:00:00||False
23473|17041049|31431|412006|1011 ARLINGTON BLVD 408|5|5-Not Market Sale|2755|2186|ARLAND LLC                          |0|1995-12-28 00:00:00||False
23473|17041049|31431|412006|1011 ARLINGTON BLVD 408|||3490|1834|ARLAND LLC                          |109900|2003-03-31 00:00:00||False
23474|17041050|31432|412006|1011 ARLINGTON BLVD 409|F|F-Multiple RPCs Not Market Sal|2818|0262|ARLAND LLC                          |2755400|1996-12-20 00:00:00||False
23474|17041050|31432|412006|1011 ARLINGTON BLVD 409|5|5-Not Market Sale|2829|1675|ARLAND LLC                          |1860000|1997-04-30 00:00:00||False
23474|17041050|31432|412006|1011 ARLINGTON BLVD 409|||3051|2133|ARLAND LLC                          |23595|2000-04-14 00:00:00||False
53812|17041051|31433|412006|1011 ARLINGTON BLVD 410|5|5-Not Market Sale|2755|2186|ARLAND LLC                          |0|1995-12-28 00:00:00||False
53812|17041051|31433|412006|1011 ARLINGTON BLVD 410|1|1-Foreclosure, Auction, Bankru|2911|1566|ARLAND LLC                          |34000|1998-07-14 00:00:00||False
53812|17041051|31433|412006|1011 ARLINGTON BLVD 410|||3786|0380|ARLAND LLC                          |99500|2004-11-23 00:00:00||False
53812|17041051|31433|412006|1011 ARLINGTON BLVD 410|||3977|2074|ARLAND LLC                          |134500|2006-05-04 00:00:00||False
23475|17041052|31434|412006|1011 ARLINGTON BLVD 411|F|F-Multiple RPCs Not Market Sal|2818|0236|ARLAND LLC                          |959100|1996-12-20 00:00:00||False
23475|17041052|31434|412006|1011 ARLINGTON BLVD 411|5|5-Not Market Sale|2829|1675|ARLAND LLC                          |1860000|1997-04-30 00:00:00||False
23475|17041052|31434|412006|1011 ARLINGTON BLVD 411|||3051|2137|ARLAND LLC                          |23595|2000-04-14 00:00:00||False
23476|17041053|31435|412006|1011 ARLINGTON BLVD 412|5|5-Not Market Sale|1624|0099|ARLAND LLC                          |0|1966-01-01 00:00:00||False
23476|17041053|31435|412006|1011 ARLINGTON BLVD 412|5|5-Not Market Sale|2755|2186|ARLAND LLC                          |0|1995-12-28 00:00:00||False
53813|17041054|31436|412006|1011 ARLINGTON BLVD 413|5|5-Not Market Sale|1624|0099|ARLAND LLC                          |0|1966-01-01 00:00:00||False
53813|17041054|31436|412006|1011 ARLINGTON BLVD 413|5|5-Not Market Sale|2755|2186|ARLAND LLC                          |0|1995-12-28 00:00:00||False
53813|17041054|31436|412006|1011 ARLINGTON BLVD 413|||4022|0845|ARLAND LLC                          |178000|2006-09-01 00:00:00||False
23477|17041055|31437|412006|1011 ARLINGTON BLVD 414|5|5-Not Market Sale|1624|0099|ARLAND LLC                          |0|1966-01-01 00:00:00||False
23477|17041055|31437|412006|1011 ARLINGTON BLVD 414|5|5-Not Market Sale|2755|2186|ARLAND LLC                          |0|1995-12-28 00:00:00||False
23477|17041055|31437|412006|1011 ARLINGTON BLVD 414|||3640|2009|ARLAND LLC                          |98000|2003-12-22 00:00:00||False
23477|17041055|31437|412006|1011 ARLINGTON BLVD 414|||4099|1949|ARLAND LLC                          |150000|2007-05-18 00:00:00||False
23477|17041055|31437|412006|1011 ARLINGTON BLVD 414|O|O-Assignment of Lease|    |    |ARLAND LLC                          |136000|2019-04-18 00:00:00|20190100006408                  |False
23478|17041056|31438|412006|1011 ARLINGTON BLVD 415|5|5-Not Market Sale|1624|0099|ARLAND LLC                          |0|1966-01-01 00:00:00||False
23478|17041056|31438|412006|1011 ARLINGTON BLVD 415|5|5-Not Market Sale|2755|2186|ARLAND LLC                          |0|1995-12-28 00:00:00||False
23478|17041056|31438|412006|1011 ARLINGTON BLVD 415|||3694|0723|ARLAND LLC                          |105000|2004-04-30 00:00:00||False
53814|17041057|31439|412006|1011 ARLINGTON BLVD 416|5|5-Not Market Sale|1624|0099|ARLAND LLC                          |0|1966-01-01 00:00:00||False
53814|17041057|31439|412006|1011 ARLINGTON BLVD 416|5|5-Not Market Sale|2755|2186|ARLAND LLC                          |0|1995-12-28 00:00:00||False
53814|17041057|31439|412006|1011 ARLINGTON BLVD 416|||3655|1010|ARLAND LLC                          |92000|2004-02-05 00:00:00||False
23479|17041058|31440|412006|1011 ARLINGTON BLVD 417|5|5-Not Market Sale|1624|0099|ARLAND LLC                          |0|1966-01-01 00:00:00||False
23479|17041058|31440|412006|1011 ARLINGTON BLVD 417|5|5-Not Market Sale|2755|2186|ARLAND LLC                          |0|1995-12-28 00:00:00||False
23479|17041058|31440|412006|1011 ARLINGTON BLVD 417|||3747|1844|ARLAND LLC                          |175000|2004-08-20 00:00:00||False
23480|17041059|31441|412006|1011 ARLINGTON BLVD 418|5|5-Not Market Sale|1624|0099|ARLAND LLC                          |0|1966-01-01 00:00:00||False
23480|17041059|31441|412006|1011 ARLINGTON BLVD 418|5|5-Not Market Sale|2755|2186|ARLAND LLC                          |0|1995-12-28 00:00:00||False
23480|17041059|31441|412006|1011 ARLINGTON BLVD 418|5|5-Not Market Sale|3301|0317|ARLAND LLC                          |83000|2002-03-29 00:00:00||False
23481|17041060|31442|412006|1011 ARLINGTON BLVD 419|5|5-Not Market Sale|1624|0099|ARLAND LLC                          |0|1966-01-01 00:00:00||False
23481|17041060|31442|412006|1011 ARLINGTON BLVD 419|O|O-Assignment of Lease|2100|0678|MONUMENT ASSOCIATES                 |0|1983-07-27 00:00:00||False
23481|17041060|31442|412006|1011 ARLINGTON BLVD 419|O|O-Assignment of Lease|2202|0242|ARLAND LLC                          |97000|1985-10-31 00:00:00||False
23481|17041060|31442|412006|1011 ARLINGTON BLVD 419|5|5-Not Market Sale|2755|2186|ARLAND LLC                          |0|1995-12-28 00:00:00||False
23481|17041060|31442|412006|1011 ARLINGTON BLVD 419|O|O-Assignment of Lease|    |    |ARLAND LLC                          |220000|2017-08-04 00:00:00|20170100015942                  |False
23482|17041061|31443|412006|1011 ARLINGTON BLVD 420|O|O-Assignment of Lease|1624|0099|ARLAND LLC|0|1966-01-01 00:00:00||False
23482|17041061|31443|412006|1011 ARLINGTON BLVD 420|O|O-Assignment of Lease|2755|2186|ARLAND LLC|0|1995-12-28 00:00:00||False
23482|17041061|31443|412006|1011 ARLINGTON BLVD 420|O|O-Assignment of Lease|3685|1171|ARLAND LLC|168000|2004-04-02 00:00:00||False
23482|17041061|31443|412006|1011 ARLINGTON BLVD 420|6|6-Quitclaim|    |    |KHITRIK ALEXANDER CO TR|0|2024-05-17 00:00:00|20240100007537                  |False
23483|17041062|31444|412006|1011 ARLINGTON BLVD 421|5|5-Not Market Sale|1624|0099|ARLAND LLC|0|1966-01-01 00:00:00||False
23483|17041062|31444|412006|1011 ARLINGTON BLVD 421|5|5-Not Market Sale|2755|2186|ARLAND LLC|0|1995-12-28 00:00:00||False
23483|17041062|31444|412006|1011 ARLINGTON BLVD 421|||4268|0684|ARLAND LLC|139000|2009-04-22 00:00:00||False
23483|17041062|31444|412006|1011 ARLINGTON BLVD 421|||4435|0874|ARLAND LLC|146000|2011-01-24 00:00:00||False
23483|17041062|31444|412006|1011 ARLINGTON BLVD 421|O|O-Assignment of Lease|4785|2580|ARLAND LLC|156000|2014-08-06 00:00:00||False
23483|17041062|31444|412006|1011 ARLINGTON BLVD 421|O|O-Assignment of Lease|    |    |ARLAND LLC|0|2017-07-24 00:00:00|20170100015214                  |False
23484|17041063|31445|412006|1011 ARLINGTON BLVD 422|5|5-Not Market Sale|1624|0099|ARLAND LLC|0|1966-01-01 00:00:00||False
23484|17041063|31445|412006|1011 ARLINGTON BLVD 422|5|5-Not Market Sale|2755|2186|ARLAND LLC|0|1995-12-28 00:00:00||False
23484|17041063|31445|412006|1011 ARLINGTON BLVD 422|||3256|1397|ARLAND LLC|55500|2001-12-21 00:00:00||False
23484|17041063|31445|412006|1011 ARLINGTON BLVD 422|||3635|0340|ARLAND LLC|69286|2003-11-26 00:00:00||False
23484|17041063|31445|412006|1011 ARLINGTON BLVD 422|O|O-Assignment of Lease|4557|0289|ARLAND LLC|140000|2012-04-30 00:00:00||False
23485|17041064|31446|412006|1011 ARLINGTON BLVD 423|5|5-Not Market Sale|1624|0099|ARLAND LLC|0|1966-01-01 00:00:00||False
23485|17041064|31446|412006|1011 ARLINGTON BLVD 423|5|5-Not Market Sale|2755|2186|ARLAND LLC|0|1995-12-28 00:00:00||False
23485|17041064|31446|412006|1011 ARLINGTON BLVD 423|W|W-Will / R.O.S/L O H|    |    |ARLAND LLC|0|2007-03-10 00:00:00|20230400031634                  |False
23485|17041064|31446|412006|1011 ARLINGTON BLVD 423|O|O-Assignment of Lease|    |    |ARLAND LLC|0|2023-10-02 00:00:00|20230100011448                  |False
23485|17041064|31446|412006|1011 ARLINGTON BLVD 423|A|A-Correction Deed|||WASHINGTON MUTUAL BANK FA|0|2024-01-10 00:00:00|20240100000283                  |False
66661|17041065|31447|412006|1011 ARLINGTON BLVD 424|5|5-Not Market Sale|1624|0099|ARLAND LLC                          |0|1966-01-01 00:00:00||False
66661|17041065|31447|412006|1011 ARLINGTON BLVD 424|5|5-Not Market Sale|2755|2186|ARLAND LLC                          |0|1995-12-28 00:00:00||False
23486|17041066|31448|412006|1011 ARLINGTON BLVD 425|5|5-Not Market Sale|1624|0099|ARLAND LLC                          |0|1966-01-01 00:00:00||False
23486|17041066|31448|412006|1011 ARLINGTON BLVD 425|5|5-Not Market Sale|2755|2186|ARLAND LLC                          |0|1995-12-28 00:00:00||False
23486|17041066|31448|412006|1011 ARLINGTON BLVD 425|1|1-Foreclosure, Auction, Bankru|3053|0460|ARLAND LLC                          |52000|2000-04-04 00:00:00||False
23486|17041066|31448|412006|1011 ARLINGTON BLVD 425|||3086|0998|ARLAND LLC                          |37500|2000-09-05 00:00:00||False
23487|17041067|31449|412006|1011 ARLINGTON BLVD 426|1|1-Foreclosure, Auction, Bankru|2796|1261|ARLAND LLC                          |2000|1996-09-12 00:00:00||False
23487|17041067|31449|412006|1011 ARLINGTON BLVD 426|1|1-Foreclosure, Auction, Bankru|2804|1815|ARLAND LLC                          |8432|1996-10-21 00:00:00||False
66662|17041068|31450|412006|1011 ARLINGTON BLVD 427|5|5-Not Market Sale|1624|0099|ARLAND LLC|0|1966-01-01 00:00:00||False
66662|17041068|31450|412006|1011 ARLINGTON BLVD 427|5|5-Not Market Sale|2755|2186|ARLAND LLC|0|1995-12-28 00:00:00||False
66662|17041068|31450|412006|1011 ARLINGTON BLVD 427|6|6-Quitclaim|3717|0211|ARLAND LLC|0|2004-06-15 00:00:00||False
66662|17041068|31450|412006|1011 ARLINGTON BLVD 427|O|O-Assignment of Lease|    |    |ARLAND LLC|0|2022-11-28 00:00:00|20220100019668                  |False
23488|17041069|31451|412006|1011 ARLINGTON BLVD 428|5|5-Not Market Sale|2755|2186|ARLAND LLC                          |0|1995-12-28 00:00:00||False
23488|17041069|31451|412006|1011 ARLINGTON BLVD 428|1|1-Foreclosure, Auction, Bankru|2790|1411|ARLAND LLC                          |25000|1996-08-14 00:00:00||False
23488|17041069|31451|412006|1011 ARLINGTON BLVD 428|||3786|0383|ARLAND LLC                          |99500|2004-11-23 00:00:00||False
23488|17041069|31451|412006|1011 ARLINGTON BLVD 428|||3892|2204|ARLAND LLC                          |148000|2005-08-01 00:00:00||False
23488|17041069|31451|412006|1011 ARLINGTON BLVD 428|||4198|0186|ARLAND LLC                          |169500|2008-06-16 00:00:00||False
23488|17041069|31451|412006|1011 ARLINGTON BLVD 428|O|O-Assignment of Lease|4696|0864|ARLAND LLC                          |170000|2013-06-07 00:00:00||False
23488|17041069|31451|412006|1011 ARLINGTON BLVD 428|O|O-Assignment of Lease|||ARLAND LLC|142000|2023-11-21 00:00:00|20230100013530                  |False
23489|17041070|31452|412006|1011 ARLINGTON BLVD 429|5|5-Not Market Sale|1624|0099|ARLAND LLC                          |0|1966-01-01 00:00:00||False
23489|17041070|31452|412006|1011 ARLINGTON BLVD 429|||2152|1611|MUGGLI RITA ANNA                    |38869|1983-07-19 00:00:00||False
23489|17041070|31452|412006|1011 ARLINGTON BLVD 429|5|5-Not Market Sale|2755|2186|ARLAND LLC                          |0|1995-12-28 00:00:00||False
23489|17041070|31452|412006|1011 ARLINGTON BLVD 429|||4821|0308|ARLAND LLC                          |125000|2015-02-13 00:00:00||False
23489|17041070|31452|412006|1011 ARLINGTON BLVD 429|5|5-Not Market Sale|    |    |ARLAND LLC                          |0|2018-10-12 00:00:00|20180100018075                  |False
53815|17041071|31453|412006|1011 ARLINGTON BLVD 430|5|5-Not Market Sale|1624|0099|ARLAND LLC                          |0|1966-01-01 00:00:00||False
53815|17041071|31453|412006|1011 ARLINGTON BLVD 430|5|5-Not Market Sale|2755|2186|ARLAND LLC                          |0|1995-12-28 00:00:00||False
53815|17041071|31453|412006|1011 ARLINGTON BLVD 430|||3523|1292|ARLAND LLC                          |97651|2003-05-08 00:00:00||False
53815|17041071|31453|412006|1011 ARLINGTON BLVD 430|||3824|0735|ARLAND LLC                          |315000|2005-03-31 00:00:00||False
53815|17041071|31453|412006|1011 ARLINGTON BLVD 430|O|O-Assignment of Lease|    |    |ARLAND LLC                          |278000|2016-10-28 00:00:00|20160100023698                  |False
23490|17041072|31454|412006|1011 ARLINGTON BLVD 431|5|5-Not Market Sale|1624|0099|ARLAND LLC|0|1966-01-01 00:00:00||False
23490|17041072|31454|412006|1011 ARLINGTON BLVD 431|5|5-Not Market Sale|2755|2186|ARLAND LLC|0|1995-12-28 00:00:00||False
23490|17041072|31454|412006|1011 ARLINGTON BLVD 431|||3709|0208|ARLAND LLC|223500|2004-05-28 00:00:00||False
23490|17041072|31454|412006|1011 ARLINGTON BLVD 431|O|O-Assignment of Lease|4715|1599|ARLAND LLC|287000|2013-08-02 00:00:00||False
23490|17041072|31454|412006|1011 ARLINGTON BLVD 431|W|W-Will / R.O.S/L O H|X164|0402|ARLAND LLC|0|2017-07-11 00:00:00||False
23490|17041072|31454|412006|1011 ARLINGTON BLVD 431|E|E-Estate Sale|    |    |ARLAND LLC|242500|2018-08-24 00:00:00|20180100014950                  |False
23490|17041072|31454|412006|1011 ARLINGTON BLVD 431|O|O-Assignment of Lease|    |    |ARLAND LLC|275000|2020-08-26 00:00:00|20200100021709                  |False
23491|17041073|31455|412006|1011 ARLINGTON BLVD 432|5|5-Not Market Sale|1624|0099|ARLAND LLC                          |0|1966-01-01 00:00:00||False
23491|17041073|31455|412006|1011 ARLINGTON BLVD 432|5|5-Not Market Sale|2755|2186|ARLAND LLC                          |0|1995-12-28 00:00:00||False
23491|17041073|31455|412006|1011 ARLINGTON BLVD 432|||4378|1544|ARLAND LLC                          |130000|2010-07-16 00:00:00||False
53816|17041074|31456|412006|1011 ARLINGTON BLVD 433|5|5-Not Market Sale|2755|2186|ARLAND LLC                          |0|1995-12-28 00:00:00||False
53816|17041074|31456|412006|1011 ARLINGTON BLVD 433|1|1-Foreclosure, Auction, Bankru|2804|1464|ARLAND LLC                          |21200|1996-10-31 00:00:00||False
23492|17041075|31457|412006|1011 ARLINGTON BLVD 434|5|5-Not Market Sale|1624|0099|ARLAND LLC                          |0|1966-01-01 00:00:00||False
23492|17041075|31457|412006|1011 ARLINGTON BLVD 434|1|1-Foreclosure, Auction, Bankru|2339|1757|VINING SCOTT D                      |48000|1988-06-27 00:00:00||False
23492|17041075|31457|412006|1011 ARLINGTON BLVD 434|5|5-Not Market Sale|2755|2186|ARLAND LLC                          |0|1995-12-28 00:00:00||False
23492|17041075|31457|412006|1011 ARLINGTON BLVD 434|||4480|0117|ARLAND LLC                          |118000|2011-08-08 00:00:00||False
23492|17041075|31457|412006|1011 ARLINGTON BLVD 434|O|O-Assignment of Lease|||ARLAND LLC|71500|2021-11-04 00:00:00|20210100036202                  |False
23492|17041075|31457|412006|1011 ARLINGTON BLVD 434|O|O-Assignment of Lease|||ARLAND LLC|106000|2022-04-29 00:00:00|20220100008657                  |False
23493|17041076|31458|412006|1011 ARLINGTON BLVD 435|5|5-Not Market Sale|1624|0099|ARLAND LLC|0|1966-01-01 00:00:00||False
23493|17041076|31458|412006|1011 ARLINGTON BLVD 435|5|5-Not Market Sale|2755|2186|ARLAND LLC|0|1995-12-28 00:00:00||False
23493|17041076|31458|412006|1011 ARLINGTON BLVD 435|||4216|1566|ARLAND LLC|160000|2008-05-14 00:00:00||False
23493|17041076|31458|412006|1011 ARLINGTON BLVD 435|O|O-Assignment of Lease|    |    |ARLAND LLC|129000|2022-11-29 00:00:00|20220100019752                  |False
53817|17041077|31459|412006|1011 ARLINGTON BLVD 436|5|5-Not Market Sale|1624|0099|ARLAND LLC                          |0|1966-01-01 00:00:00||False
53817|17041077|31459|412006|1011 ARLINGTON BLVD 436|5|5-Not Market Sale|2755|2186|ARLAND LLC                          |0|1995-12-28 00:00:00||False
53817|17041077|31459|412006|1011 ARLINGTON BLVD 436|||3641|2025|ARLAND LLC                          |93000|2003-12-23 00:00:00||False
53817|17041077|31459|412006|1011 ARLINGTON BLVD 436|||3756|0337|ARLAND LLC                          |147000|2004-09-16 00:00:00||False
53817|17041077|31459|412006|1011 ARLINGTON BLVD 436|||4154|0242|ARLAND LLC                          |150000|2007-11-16 00:00:00||False
53817|17041077|31459|412006|1011 ARLINGTON BLVD 436|O|O-Assignment of Lease|4755|1315|ARLAND LLC                          |145000|2014-02-26 00:00:00||False
53817|17041077|31459|412006|1011 ARLINGTON BLVD 436|O|O-Assignment of Lease|    |    |ARLAND LLC                          |132000|2017-06-16 00:00:00|20170100012074                  |False
23494|17041078|31460|412006|1011 ARLINGTON BLVD 437|5|5-Not Market Sale|1624|0099|ARLAND LLC                          |0|1966-01-01 00:00:00||False
23494|17041078|31460|412006|1011 ARLINGTON BLVD 437|5|5-Not Market Sale|2755|2186|ARLAND LLC                          |0|1995-12-28 00:00:00||False
23495|17041079|31461|412006|1011 ARLINGTON BLVD 438|5|5-Not Market Sale|1624|0099|ARLAND LLC                          |0|1966-01-01 00:00:00||False
23495|17041079|31461|412006|1011 ARLINGTON BLVD 438|5|5-Not Market Sale|2755|2186|ARLAND LLC                          |0|1995-12-28 00:00:00||False
23496|17041080|31462|412006|1011 ARLINGTON BLVD 439|1|1-Foreclosure, Auction, Bankru|2378|1520|ARLAND LLC                          |44000|1989-01-12 00:00:00||False
23496|17041080|31462|412006|1011 ARLINGTON BLVD 439|5|5-Not Market Sale|2755|2186|ARLAND LLC                          |0|1995-12-28 00:00:00||False
23496|17041080|31462|412006|1011 ARLINGTON BLVD 439|||4033|1587|ARLAND LLC                          |156000|2006-09-19 00:00:00||False
23496|17041080|31462|412006|1011 ARLINGTON BLVD 439|O|O-Assignment of Lease|4592|0033|ARLAND LLC                          |155000|2012-08-03 00:00:00||False
23497|17041081|31463|412006|1011 ARLINGTON BLVD 440|5|5-Not Market Sale|1624|0099|ARLAND LLC                          |0|1966-01-01 00:00:00||False
23497|17041081|31463|412006|1011 ARLINGTON BLVD 440|5|5-Not Market Sale|2755|2186|ARLAND LLC                          |0|1995-12-28 00:00:00||False
23497|17041081|31463|412006|1011 ARLINGTON BLVD 440|||3881|2664|ARLAND LLC                          |165000|2005-07-25 00:00:00||False
23497|17041081|31463|412006|1011 ARLINGTON BLVD 440|5|5-Not Market Sale|4323|2358|ARLAND LLC                          |0|2009-11-10 00:00:00||False
23498|17041082|31464|412006|1011 ARLINGTON BLVD 441|1|1-Foreclosure, Auction, Bankru|2784|1480|ARLAND LLC                          |2000|1996-06-20 00:00:00||False
