PropertyKey|RealEstatePropertyCode|ProvalLrsnId|NeighborhoodNbr|PropertyStreetNbrNameText|SalesTypeCode|SalesTypeDsc|DeedBookNbr|DeedPageNbr|GranteeName|SaleAmt|SaleDate|LandRecordDocumentNbr|MaskOwnerAddressInd
22539|17036111|30189|211026|1200 N NASH ST 0538|||2037|0549|AYASH EMILE R|120947|1981-03-13 00:00:00||False
22539|17036111|30189|211026|1200 N NASH ST 0538|C|C-Condo Parking Space|2135|1767|AYASH EMILE R |0|1982-11-29 00:00:00||False
22539|17036111|30189|211026|1200 N NASH ST 0538|5|5-Not Market Sale|4371|0623|AYASH EMILE R  TR|0|2010-06-09 00:00:00||False
22539|17036111|30189|211026|1200 N NASH ST 0538|A|A-Correction Deed|    |    |STONE JEFFREY W  &|0|2020-05-06 00:00:00|20210100002754                  |False
22539|17036111|30189|211026|1200 N NASH ST 0538|||    |    |STONE JEFFREY W  &|575000|2020-05-06 00:00:00|20200100009979                  |False
22540|17036112|30190|211026|1200 N NASH ST 0539|||2217|0517|TANEN TED M G &                     |130000|1986-05-14 00:00:00||False
22540|17036112|30190|211026|1200 N NASH ST 0539|||2991|0835|LOMELLIN CARMEN                     |198000|1999-06-11 00:00:00||False
22541|17036113|30191|211026|1200 N NASH ST 0540|||2437|0903|MORRISON ROSABELLE K|295000|1990-06-22 00:00:00||False
22541|17036113|30191|211026|1200 N NASH ST 0540|||2631|1626|RUCKHAUS KARIN|320000|1993-10-27 00:00:00||False
22541|17036113|30191|211026|1200 N NASH ST 0540|||3604|0205|REILEY MARY|520000|2003-10-02 00:00:00||False
22541|17036113|30191|211026|1200 N NASH ST 0540|||3780|0807|FRALEY STANLEY & HURI|645000|2004-11-22 00:00:00||False
22541|17036113|30191|211026|1200 N NASH ST 0540|5|5-Not Market Sale|    |    |FRALEY STANLEY KENNETH  TR |0|2019-08-16 00:00:00|20190100014954                  |False
22542|17036114|30192|211026|1200 N NASH ST 0541|||2457|1148|GOODWIN MARIE L|285000|1990-12-11 00:00:00||False
22542|17036114|30192|211026|1200 N NASH ST 0541|C|C-Condo Parking Space|2848|1688|GOODWIN MARIE L|0|1997-09-21 00:00:00||False
22542|17036114|30192|211026|1200 N NASH ST 0541|W|W-Will / R.O.S/L O H|X003|0020|GOODWIN MARIE L EST|0|2000-02-22 00:00:00||False
22542|17036114|30192|211026|1200 N NASH ST 0541|||3097|2094|NAPPI RALPH A JR|300000|2000-11-15 00:00:00||False
22542|17036114|30192|211026|1200 N NASH ST 0541|2|2-Sale or Gift to Relative|    |    |NAPPI RALPH A JR & TAKEO ICHIMURA|0|2024-08-06 00:00:00|20240100009159                  |False
22542|17036114|30192|211026|1200 N NASH ST 0541|W|W-Will / R.O.S/L O H|    |    |NAPPI RALPH A JR|0|2025-01-17 00:00:00|20000100027224                  |False
22543|17036115|30193|211026|1200 N NASH ST 0542|5|5-Not Market Sale|2702|1015|GORMAN MICHAEL THOMAS               |142500|1994-10-17 00:00:00||False
22543|17036115|30193|211026|1200 N NASH ST 0542|||2800|1559|RAUCH RICHARD T                     |173000|1996-10-10 00:00:00||False
22543|17036115|30193|211026|1200 N NASH ST 0542|||3045|2152|PRINCE JOHN D                       |182500|2000-03-15 00:00:00||False
22544|17036116|30194|211026|1200 N NASH ST 0543|4|4-Multiple RPCs, Not A Coded S|2174|0138|PROSPECT HOUSE LIMITED              |360000|1984-06-29 00:00:00||False
22544|17036116|30194|211026|1200 N NASH ST 0543|||2415|1856|ELSBERRY ROSE P                     |190000|1990-01-12 00:00:00||False
22544|17036116|30194|211026|1200 N NASH ST 0543|W|W-Will / R.O.S/L O H|GO92|0226|ELSBERRY ROSE P EST                 |0|1999-09-13 00:00:00||False
22544|17036116|30194|211026|1200 N NASH ST 0543|E|E-Estate Sale|3032|2060|AKKAYA SEBNEM                       |202500|1999-12-20 00:00:00||False
22544|17036116|30194|211026|1200 N NASH ST 0543|||    |    |ROTH T CHRISTOPHER  TR              |659000|2017-09-25 00:00:00|20170100019485                  |False
22545|17036117|30195|211026|1200 N NASH ST 0544|||2461|0701|MEYER THOMAS K &                    |200000|1991-01-22 00:00:00||False
22545|17036117|30195|211026|1200 N NASH ST 0544|||2870|0996|LASZLO JENNIFER                     |275480|1998-01-21 00:00:00||False
22545|17036117|30195|211026|1200 N NASH ST 0544|||4448|0425|ROTH T CHRISTOPHER   TR             |600000|2011-03-08 00:00:00||False
22546|17036118|30196|211026|1200 N NASH ST 0545|1|1-Foreclosure, Auction, Bankru|2707|0960|FERGUSON JAMES W &|195000|1994-12-12 00:00:00||False
22546|17036118|30196|211026|1200 N NASH ST 0545|||2922|0664|GOMEZ MICHAEL D|255000|1998-08-31 00:00:00||False
22546|17036118|30196|211026|1200 N NASH ST 0545|A|A-Correction Deed|    |    |YEUNG PATRICK S  &|0|2000-09-30 00:00:00|20150100025733                  |False
22546|17036118|30196|211026|1200 N NASH ST 0545|||3088|1799|YEUNG PATRICK F & JENNY F SO|297500|2000-09-30 00:00:00||False
22546|17036118|30196|211026|1200 N NASH ST 0545|5|5-Not Market Sale|    |    |YEUNG PATRICK S  TR|0|2019-08-14 00:00:00|20190100015043                  |False
22546|17036118|30196|211026|1200 N NASH ST 0545|||    |    |ZAIDI RIAZ ANDERSON|685000|2022-08-02 00:00:00|20220100014420                  |False
22547|17036119|30197|211026|1200 N NASH ST 0546|||2054|1238|NEBELING JACOB & FLORENCE|175000|1981-12-04 00:00:00||False
22547|17036119|30197|211026|1200 N NASH ST 0546|5|5-Not Market Sale|2208|1681|NEBELING JACOB TR ET AL|0|1986-02-24 00:00:00||False
22547|17036119|30197|211026|1200 N NASH ST 0546|||4215|2167|BLUMOFF JERROLD|750000|2008-09-08 00:00:00||False
22547|17036119|30197|211026|1200 N NASH ST 0546|5|5-Not Market Sale|4217|1428|CALYTON PROSPECT LLC|0|2008-09-12 00:00:00||False
22547|17036119|30197|211026|1200 N NASH ST 0546|5|5-Not Market Sale|4296|1953|BLUMOFF JERROLD|0|2009-07-24 00:00:00||False
22547|17036119|30197|211026|1200 N NASH ST 0546|||4575|0794|LASSITER DAVID W|725000|2012-06-26 00:00:00||False
22547|17036119|30197|211026|1200 N NASH ST 0546|||4751|0652|HAGEN HIROKO T TR ETAL|845000|2014-06-26 00:00:00||False
22547|17036119|30197|211026|1200 N NASH ST 0546|2|2-Sale or Gift to Relative|    |    |HAGEN JEROME T & HIROKO T HAGEN TRS|0|2021-07-02 00:00:00|20210100024046                  |False
22547|17036119|30197|211026|1200 N NASH ST 0546|5|5-Not Market Sale|    |    |HAGEN HIROKO T & JEROME T HAGEN TRS|0|2021-07-02 00:00:00|20210100023946                  |False
22547|17036119|30197|211026|1200 N NASH ST 0546|2|2-Sale or Gift to Relative|    |    |HIKO HI HOME LLC|0|2024-03-25 00:00:00|20240100003136                  |False
22547|17036119|30197|211026|1200 N NASH ST 0546|2|2-Sale or Gift to Relative|    |    |HAGEN JEROME & HIROKO HAGEN CO TRS|0|2024-03-28 00:00:00|20240100003234                  |False
22548|17036120|30198|211026|1200 N NASH ST 0547|5|5-Not Market Sale|2701|0609|HARLAN S DONALD III   ET AL         |194500|1994-10-17 00:00:00||False
22548|17036120|30198|211026|1200 N NASH ST 0547|||2715|0703|PUJOL JOAQUIN P                     |250000|1995-03-01 00:00:00||False
22548|17036120|30198|211026|1200 N NASH ST 0547|5|5-Not Market Sale|4513|1456|PUJOL JOAQUIN P  TR                 |0|2011-10-10 00:00:00||False
65962|17036121|30199|211026|1200 N NASH ST 0548|1|1-Foreclosure, Auction, Bankru|2191|1335|CITICORP HOMEOWNER INC              |121025|1985-09-24 00:00:00||False
65962|17036121|30199|211026|1200 N NASH ST 0548|||2278|1535|MOORE JANE GARDNER                  |137000|1987-05-26 00:00:00||False
65962|17036121|30199|211026|1200 N NASH ST 0548|||3079|0807|MORRELL AMBER L                     |187000|2000-08-23 00:00:00||False
65962|17036121|30199|211026|1200 N NASH ST 0548|||3851|0411|BURGER TIMOTHY                      |550000|2005-05-28 00:00:00||False
65962|17036121|30199|211026|1200 N NASH ST 0548|||||DOCABO JORGE|636500|2023-01-13 00:00:00|20230100000465                  |False
22549|17036122|30200|211026|1200 N NASH ST 0549|A|A-Correction Deed|2438|1313|VALENTA MARIE H                     |0|1985-12-23 00:00:00||False
22549|17036122|30200|211026|1200 N NASH ST 0549|1|1-Foreclosure, Auction, Bankru|2201|1310|VALENTA MARIE H                     |135000|1985-12-23 00:00:00||False
22549|17036122|30200|211026|1200 N NASH ST 0549|||3089|0868|MITCHELL ROBERT                     |238750|2000-09-21 00:00:00||False
22549|17036122|30200|211026|1200 N NASH ST 0549|||4078|1286|WYNES M DEBORAH & DANIEL A          |679000|2007-03-15 00:00:00||False
22549|17036122|30200|211026|1200 N NASH ST 0549|5|5-Not Market Sale|||WYNES DANIEL ARTHUR & MARY DEBORAH WYNES TRS|0|2023-10-30 00:00:00|20230100012936                  |False
22550|17036123|30201|211026|1200 N NASH ST 0550|||2289|1609|WRIGHT GEORGE W|210000|1987-07-31 00:00:00||False
22550|17036123|30201|211026|1200 N NASH ST 0550|||2504|0514|PHILLIPS SUSAN M|280000|1992-01-10 00:00:00||False
22550|17036123|30201|211026|1200 N NASH ST 0550|4|4-Multiple RPCs, Not A Coded S|    |    |AKKAYA SEBNEM|950000|2017-07-17 00:00:00|20170100014716                  |False
22550|17036123|30201|211026|1200 N NASH ST 0550|4|4-Multiple RPCs, Not A Coded S|    |    |GURAYA KIRANJEET  &  RAJDEEP|1140000|2020-09-08 00:00:00|20200100023444                  |False
65963|17036124|30202|211026|1200 N NASH ST 0551|F|F-Multiple RPCs Not Market Sal|2752|1127|VAN VARICK H L &|180000|1995-12-01 00:00:00||False
65963|17036124|30202|211026|1200 N NASH ST 0551|5|5-Not Market Sale|2864|2208|VAN VARICK H L &|0|1997-12-12 00:00:00||False
65963|17036124|30202|211026|1200 N NASH ST 0551|||3707|1810|HALLER LINDA L|552000|2004-05-26 00:00:00||False
65963|17036124|30202|211026|1200 N NASH ST 0551|||3831|1251|MACLEAN STELLA E|599000|2005-04-21 00:00:00||False
65963|17036124|30202|211026|1200 N NASH ST 0551|||4298|0847|BJARNASON SVAVA L|640000|2009-07-31 00:00:00||False
65963|17036124|30202|211026|1200 N NASH ST 0551|||    |    |KORMAN BARBARA L |710000|2020-05-20 00:00:00|20200100012551                  |False
22551|17036125|30203|211026|1200 N NASH ST 0552|||2006|0001||0|1980-01-23 00:00:00||False
22551|17036125|30203|211026|1200 N NASH ST 0552|||2029|1368|FERNANDEZ MANUEL V                  |121175|1980-12-24 00:00:00||False
22551|17036125|30203|211026|1200 N NASH ST 0552|2|2-Sale or Gift to Relative|||FERNANDEZ ALMA JEAN TR|0|2024-09-27 00:00:00|20240100012459                  |False
22552|17036126|30204|211026|1200 N NASH ST 0553|||2036|0836|BULL FRANCIS KINLOCH JR|118075|1981-03-06 00:00:00||False
22552|17036126|30204|211026|1200 N NASH ST 0553|||2887|2006|MANELL HERBERT H|199000|1998-04-06 00:00:00||False
53659|17036127|30205|211026|1200 N NASH ST 0554|||2375|1737|MCCARTHY KEVIN E                    |255000|1989-03-27 00:00:00||False
53659|17036127|30205|211026|1200 N NASH ST 0554|||2518|0433|DEMIRGUC-KUNT ASLI &                |283000|1992-03-25 00:00:00||False
53659|17036127|30205|211026|1200 N NASH ST 0554|A|A-Correction Deed|4681|0611|KOONT CENGIZ O  &                   |0|2013-04-26 00:00:00||False
22553|17036128|30206|211026|1200 N NASH ST 0555|A|A-Correction Deed|2967|0901|APGAR CHARLTON                      |0|1999-01-15 00:00:00||False
22553|17036128|30206|211026|1200 N NASH ST 0555|||2954|1133|APGAR CHARLTON                      |235000|1999-01-15 00:00:00||False
22553|17036128|30206|211026|1200 N NASH ST 0555|||4300|1011|HETTLER DEBBIE LYNN                 |635000|2009-08-07 00:00:00||False
22553|17036128|30206|211026|1200 N NASH ST 0555|5|5-Not Market Sale|||HETTLER DEBBIE LYNN TR|0|2024-08-28 00:00:00|20240100010201                  |False
22553|17036128|30206|211026|1200 N NASH ST 0555|||||MICHENER MICHAEL & BLANCA J GOMEZ CASTILLO|775000|2025-04-28 00:00:00|20250100004959                  |False
22554|17036129|30207|211026|1200 N NASH ST 0556|C|C-Condo Parking Space|2409|502 |MANELL ABRAHAM|0|1989-11-28 00:00:00||False
22554|17036129|30207|211026|1200 N NASH ST 0556|W|W-Will / R.O.S/L O H|W154|0172|MANELL HERBERT|0|1994-12-11 00:00:00||False
22554|17036129|30207|211026|1200 N NASH ST 0556|7|7-Partial Interest|2878|1150|MANELL HERBERT|96950|1998-02-12 00:00:00||False
53660|17036130|30208|211026|1200 N NASH ST 0557|1|1-Foreclosure, Auction, Bankru|2537|1684|TRANS FINANCIAL FEDERAL|199345|1992-07-28 00:00:00||False
53660|17036130|30208|211026|1200 N NASH ST 0557|||2608|0061|HEWKO JOHN P &|180000|1993-05-27 00:00:00||False
53660|17036130|30208|211026|1200 N NASH ST 0557|||4181|2061|MULLIN STEFANIE A|480000|2008-04-08 00:00:00||False
53660|17036130|30208|211026|1200 N NASH ST 0557|||    |    |WILLIAMS CLAUDIA & DAVID TODD WITZEL|637000|2023-06-29 00:00:00|20230100007876                  |False
22555|17036131|30209|211026|1200 N NASH ST 0558|||2030|0274|SIKAND RAVINDAR KUMAR|43800|1980-11-11 00:00:00||False
22555|17036131|30209|211026|1200 N NASH ST 0558|C|C-Condo Parking Space|2081|1353|SIKAND RAVINDAR KUMAR|0|1983-01-13 00:00:00||False
22555|17036131|30209|211026|1200 N NASH ST 0558|||2442|1334|RAMIREZ ADOLFO A & MARIA CHRISTINA|56000|1990-07-30 00:00:00||False
22555|17036131|30209|211026|1200 N NASH ST 0558|||3174|1681|WAGONER JASON|84900|2001-07-21 00:00:00||False
22555|17036131|30209|211026|1200 N NASH ST 0558|||    |    |RUCKHAUS KARIN  TR|249999|2016-02-03 00:00:00|20170100002581                  |False
22555|17036131|30209|211026|1200 N NASH ST 0558|D|D-Resub/Declaration|    |    |RUCKHAUS KARIN  TR|0|2017-02-23 00:00:00|20170100002926                  |False
22555|17036131|30209|211026|1200 N NASH ST 0558|N|N-DREA Not a market Sale|    |    |KINNEY JONATHAN C TR|227500|2021-05-13 00:00:00|20210100017844                  |False
22556|17036132|30210|211026|1200 N NASH ST 0559|||2006|0001|PROSPECT HOUSE ASSOCIATES           |0|1980-01-23 00:00:00||False
22556|17036132|30210|211026|1200 N NASH ST 0559|||2041|0013|TANDLER TYLER W & MIMI H            |57650|1981-05-05 00:00:00||False
22556|17036132|30210|211026|1200 N NASH ST 0559|W|W-Will / R.O.S/L O H|2041|0013|TADLER TYLER W                      |0|2008-07-11 00:00:00||False
22556|17036132|30210|211026|1200 N NASH ST 0559|||4551|0510|WYNES DANIEL A & M DEBORAH          |215000|2012-04-11 00:00:00||False
22556|17036132|30210|211026|1200 N NASH ST 0559|5|5-Not Market Sale|||WYNES DANIEL ARTHUR & MARY DEBORAH WYNES TRS|0|2023-10-30 00:00:00|20230100012937                  |False
53661|17036133|30211|211026|1200 N NASH ST 0560|||2053|0783|SCHACH PAUL W                       |53150|1981-11-17 00:00:00||False
53661|17036133|30211|211026|1200 N NASH ST 0560|||2332|0599|HINSHAW PATTY K                     |57500|1988-05-09 00:00:00||False
22557|17036134|30212|211026|1200 N NASH ST 0561|||2052|0355|STONE VICTOR FRANK &|57650|1981-10-27 00:00:00||False
22557|17036134|30212|211026|1200 N NASH ST 0561|||2520|1554|PHILLIPS SUSAN M|77000|1992-04-21 00:00:00||False
22557|17036134|30212|211026|1200 N NASH ST 0561|2|2-Sale or Gift to Relative|    |    |PHILLIPS SUSAN M  TR|0|2016-02-05 00:00:00|20160100003103                  |False
22557|17036134|30212|211026|1200 N NASH ST 0561|4|4-Multiple RPCs, Not A Coded S|    |    |AKKAYA SEBNEM|950000|2017-07-17 00:00:00|20170100014716                  |False
22557|17036134|30212|211026|1200 N NASH ST 0561|4|4-Multiple RPCs, Not A Coded S|    |    |GURAYA KIRANJEET  &  RAJDEEP|1140000|2020-09-08 00:00:00|20200100023444                  |False
22558|17036135|30213|211026|1200 N NASH ST 0562|||2392|1818|MULLEN CLAUDIA L                    |75000|1989-07-14 00:00:00||False
22558|17036135|30213|211026|1200 N NASH ST 0562|||2422|0408|KNEE LORI G                         |77000|1990-02-27 00:00:00||False
22558|17036135|30213|211026|1200 N NASH ST 0562|5|5-Not Market Sale|    |    |KNEE LORI G  TR                     |0|2018-10-16 00:00:00|20180100019073                  |False
22558|17036135|30213|211026|1200 N NASH ST 0562|2|2-Sale or Gift to Relative|||LORI G KNEE LLC|0|2023-12-11 00:00:00|20230100014333                  |False
22559|17036136|30214|211026|1200 N NASH ST 0563|5|5-Not Market Sale|2042|0582|JOHNSON JACK C                      |0|1980-11-21 00:00:00||False
22559|17036136|30214|211026|1200 N NASH ST 0563|5|5-Not Market Sale|2485|0446|JOHNSON JACK C                      |0|1991-07-25 00:00:00||False
22559|17036136|30214|211026|1200 N NASH ST 0563|2|2-Sale or Gift to Relative|4291|2276|JOHNSON JACK C TR                   |0|2009-06-25 00:00:00||False
22559|17036136|30214|211026|1200 N NASH ST 0563|||4653|2708|VENKATESAN NISHA                    |265000|2013-02-08 00:00:00||False
22559|17036136|30214|211026|1200 N NASH ST 0563|||||HAGEN HIROKO T & JEROME HAGEN|340000|2022-03-31 00:00:00|20220100007958                  |False
22560|17036137|30215|211026|1200 N NASH ST 0564|A|A-Correction Deed|2501|0388|RENOLA RAYMOND &                    |0|1985-06-17 00:00:00||False
22560|17036137|30215|211026|1200 N NASH ST 0564|2|2-Sale or Gift to Relative|2241|0481|RENOLA RAYMOND &                    |0|1985-06-17 00:00:00||False
22560|17036137|30215|211026|1200 N NASH ST 0564|||4550|0139|ROSS ELIZABETH S                    |188000|2012-04-06 00:00:00||False
22561|17036138|30216|211026|1200 N NASH ST 0565|||2006|0001|PROSPECT HOUSE ASSOCIATES           |0|1980-01-23 00:00:00||False
22561|17036138|30216|211026|1200 N NASH ST 0565|||2038|1328|BURNS NICHOLAS ET AL                |57488|1981-02-18 00:00:00||False
22561|17036138|30216|211026|1200 N NASH ST 0565|||3089|1238|CASTANEDA CARMEN ROSA               |65000|2000-08-15 00:00:00||False
22562|17036139|30217|211026|1200 N NASH ST 0566|||2256|0072|NELSON DAVID & LOUISE               |57000|1986-12-29 00:00:00||False
22562|17036139|30217|211026|1200 N NASH ST 0566|||2784|1961|OSEGUEDA FRANK B &                  |66000|1996-07-05 00:00:00||False
22563|17036140|30218|211026|1200 N NASH ST 0567|||2396|1083|NELSON DAVID C &                    |107500|1989-08-18 00:00:00||False
22563|17036140|30218|211026|1200 N NASH ST 0567|||2777|1494|CRONHEIM CHARLES F                  |105000|1996-05-23 00:00:00||False
22563|17036140|30218|211026|1200 N NASH ST 0567|||3157|0821|DZIUBA JEAN                         |153000|2001-06-15 00:00:00||False
22563|17036140|30218|211026|1200 N NASH ST 0567|||3566|1354|CLARK LOUIS B &                     |242000|2003-08-05 00:00:00||False
22563|17036140|30218|211026|1200 N NASH ST 0567|||4096|1632|CRANE CATHERINE ANN                 |345000|2007-05-04 00:00:00||False
22563|17036140|30218|211026|1200 N NASH ST 0567|5|5-Not Market Sale|||CRANE CATHERINE A TR|0|2022-02-23 00:00:00|20220100003930                  |False
22563|17036140|30218|211026|1200 N NASH ST 0567|A|A-Correction Deed|||CRANE CATHERINE A TR|0|2022-03-16 00:00:00|20220100005920                  |False
65964|17036141|30219|211026|1200 N NASH ST 0801|||2345|0078|OFCANSKY THOMAS P                   |92000|1988-08-22 00:00:00||False
65964|17036141|30219|211026|1200 N NASH ST 0801|||2753|1408|CLARK RUTH D                        |105000|1995-12-07 00:00:00||False
65964|17036141|30219|211026|1200 N NASH ST 0801|W|W-Will / R.O.S/L O H|X057|2926|CLARK RUTH D ESTATE                 |0|2005-01-01 00:00:00||False
65964|17036141|30219|211026|1200 N NASH ST 0801|E|E-Estate Sale|3882|0355|ROSS ELIZABETH S                    |401000|2005-07-25 00:00:00||False
22564|17036142|30220|211026|1200 N NASH ST 0802|||2030|0546|PRESTIGE PROMOTION INC NV|48735|1980-11-04 00:00:00||False
22564|17036142|30220|211026|1200 N NASH ST 0802|||2197|1885|MCKAY MARLILYN|51250|1985-09-30 00:00:00||False
22564|17036142|30220|211026|1200 N NASH ST 0802|||3616|1225|WILLIAMS MICHAEL J|170000|2003-10-28 00:00:00||False
22564|17036142|30220|211026|1200 N NASH ST 0802|||4011|2181|VENKATESAN KALPATHY &|225000|2006-08-14 00:00:00||False
22564|17036142|30220|211026|1200 N NASH ST 0802|2|2-Sale or Gift to Relative|4352|0485|VENKATESAN JAYANTI|0|2010-03-01 00:00:00||False
22564|17036142|30220|211026|1200 N NASH ST 0802|2|2-Sale or Gift to Relative|4722|0415|VENKATESAN NISHA   ET AL|0|2013-08-07 00:00:00||False
22564|17036142|30220|211026|1200 N NASH ST 0802|||    |    |GOMEZ OSCAR H|225000|2018-12-20 00:00:00|20180100022099                  |False
22564|17036142|30220|211026|1200 N NASH ST 0802|||    |    |SUMMERS ALEXANDRA  &  ART  |244000|2020-05-22 00:00:00|20200100011452                  |False
22565|17036143|30221|211026|1200 N NASH ST 0803|||2776|0882|BYRNE DENNIS C                      |64000|1996-05-13 00:00:00||False
22565|17036143|30221|211026|1200 N NASH ST 0803|||2971|1605|VAETH ROBERT D                      |69900|1999-03-26 00:00:00||False
22565|17036143|30221|211026|1200 N NASH ST 0803|||3919|2720|HUTCHISON BARBARA                   |257500|2005-11-01 00:00:00||False
22565|17036143|30221|211026|1200 N NASH ST 0803|||4774|0288|LOIARS DOREEN                       |235000|2014-06-09 00:00:00||False
22565|17036143|30221|211026|1200 N NASH ST 0803|5|5-Not Market Sale|    |    |LOIARS DOREEN  TR                   |0|2018-06-22 00:00:00|20180100010588                  |False
22565|17036143|30221|211026|1200 N NASH ST 0803|||||SCHMIDT DEREK F |235000|2025-06-26 00:00:00|20250100008012                  |False
65965|17036144|30222|211026|1200 N NASH ST 0804|7|7-Partial Interest|2437|0876|PROCHASKA  DEBORAH GENE|12000|1990-05-31 00:00:00||False
65965|17036144|30222|211026|1200 N NASH ST 0804|||2599|0779|CLARK DEENA|69000|1993-06-15 00:00:00||False
65965|17036144|30222|211026|1200 N NASH ST 0804|W|W-Will / R.O.S/L O H|X045|2313|LEOPOLD NIKIA S|0|2003-08-01 00:00:00||False
65965|17036144|30222|211026|1200 N NASH ST 0804|E|E-Estate Sale|3917|1863|DARNEILLE PATRICIA T|166500|2005-10-26 00:00:00||False
65965|17036144|30222|211026|1200 N NASH ST 0804|F|F-Multiple RPCs Not Market Sal|    |    |PROSPECT RENTALS LLC  |0|2024-08-30 00:00:00|20240100011500                  |False
22566|17036145|30223|211026|1200 N NASH ST 0805|||2036|0822|VICCELLIO NANCY BLAIR               |57600|1981-03-06 00:00:00||False
22566|17036145|30223|211026|1200 N NASH ST 0805|||2725|2120|EURE WERDNA W JR                    |100000|1995-04-29 00:00:00||False
22566|17036145|30223|211026|1200 N NASH ST 0805|1|1-Foreclosure, Auction, Bankru|4581|1351|BANK OF NEW YORK MELLON             |221000|2012-05-18 00:00:00||False
22566|17036145|30223|211026|1200 N NASH ST 0805|K|K-Financial Institution|4660|0804|KHAJAVI KAMIAR                      |234650|2013-02-13 00:00:00||False
22567|17036146|30224|211026|1200 N NASH ST 0806|5|5-Not Market Sale|2508|0104|OSEGUEDA FRANK BOB|0|1992-01-31 00:00:00||False
22567|17036146|30224|211026|1200 N NASH ST 0806|5|5-Not Market Sale|2600|1279|OSEGUEDA FRANK BOB &|0|1993-04-27 00:00:00||False
22567|17036146|30224|211026|1200 N NASH ST 0806|||4408|1593|MAMARY GREGORY A|185000|2010-10-27 00:00:00||False
22567|17036146|30224|211026|1200 N NASH ST 0806|||    |    |RUCKHAUS KAREN  TR|260000|2018-10-30 00:00:00|20180100018963                  |False
22567|17036146|30224|211026|1200 N NASH ST 0806|||    |    |VINCENTI ROSSANO  & |260000|2019-07-17 00:00:00|20190100012615                  |False
53662|17036147|30225|211026|1200 N NASH ST 0807|||2177|0640|TAYLOR R WILLIAM ET AL              |48500|1985-05-13 00:00:00||False
53662|17036147|30225|211026|1200 N NASH ST 0807|||2423|1419|DOWDEN JERRY R                      |79000|1990-03-13 00:00:00||False
53662|17036147|30225|211026|1200 N NASH ST 0807|5|5-Not Market Sale|4220|0569|DOWDEN JERRY R TR                   |0|2008-09-16 00:00:00||False
53662|17036147|30225|211026|1200 N NASH ST 0807|||||KELLEY ROBERT GLENN JR|225000|2023-05-08 00:00:00|20230100004949                  |False
22568|17036148|30226|211026|1200 N NASH ST 0808|2|2-Sale or Gift to Relative|2681|1458|MILONE STEVEN E                     |0|1994-06-02 00:00:00||False
22568|17036148|30226|211026|1200 N NASH ST 0808|||2776|1862|CLARK DEENA                         |68000|1996-05-21 00:00:00||False
22568|17036148|30226|211026|1200 N NASH ST 0808|W|W-Will / R.O.S/L O H|X045|2313|LEOPOLD NIKIA S                     |0|2003-08-01 00:00:00||False
22568|17036148|30226|211026|1200 N NASH ST 0808|||3940|2488|FLEMING JOSEPH                      |190000|2006-01-10 00:00:00||False
22568|17036148|30226|211026|1200 N NASH ST 0808|||4610|0700|MCINTIRE DONNA MADELINE             |195000|2012-09-27 00:00:00||False
22569|17036149|30227|211026|1200 N NASH ST 0809|||2053|1162|DODGE G DOYLE & JOAN K|60650|1981-11-13 00:00:00||False
22569|17036149|30227|211026|1200 N NASH ST 0809|||2533|1268|ADAMS WILLIAM C|80500|1992-07-02 00:00:00||False
22569|17036149|30227|211026|1200 N NASH ST 0809|4|4-Multiple RPCs, Not A Coded S|    |    |ADAMS WILLIAM C   /  LIFE ESTATE|688675|2020-10-20 00:00:00|20200100028995                  |False
53663|17036150|30228|211026|1200 N NASH ST 0810|||2247|1217|BURCKY CLAUDE N|62500|1986-11-14 00:00:00||False
53663|17036150|30228|211026|1200 N NASH ST 0810|||2325|1110|ADAMS WILLIAM C|70000|1988-04-20 00:00:00||False
53663|17036150|30228|211026|1200 N NASH ST 0810|4|4-Multiple RPCs, Not A Coded S|    |    |ADAMS WILLIAM C  / LIFE ESTATE|688675|2020-10-20 00:00:00|20200100028995                  |False
22570|17036151|30229|211026|1200 N NASH ST 0811|||2349|0995|LUCERO GENE A                       |225000|1988-09-12 00:00:00||False
22570|17036151|30229|211026|1200 N NASH ST 0811|||2459|1182|BYRNE THOMAS E                      |250000|1990-12-28 00:00:00||False
22570|17036151|30229|211026|1200 N NASH ST 0811|||3067|0743|SMITH BARBARA B TR                  |349000|2000-06-30 00:00:00||False
22570|17036151|30229|211026|1200 N NASH ST 0811|W|W-Will / R.O.S/L O H|X064|1342|SMITH SHAUN K TR ET AL              |0|2006-04-26 00:00:00||False
22570|17036151|30229|211026|1200 N NASH ST 0811|E|E-Estate Sale|4158|1915|ALHASAWI HASAN                      |655000|2007-12-28 00:00:00||False
22571|17036152|30230|211026|1200 N NASH ST 0812|||2029|1528|KUEHNLE ROBERT J ET AL|163108|1980-11-18 00:00:00||False
22571|17036152|30230|211026|1200 N NASH ST 0812|||2198|0816|ADAMS WILLIAM C|182500|1985-11-19 00:00:00||False
22571|17036152|30230|211026|1200 N NASH ST 0812|4|4-Multiple RPCs, Not A Coded S|    |    |ADAMS WILLIAM C  / LIFE ESTATE|688675|2020-10-20 00:00:00|20200100028995                  |False
53664|17036153|30231|211026|1200 N NASH ST 0814|4|4-Multiple RPCs, Not A Coded S|2174|0410|PROSPECT HOUSE LIMITED|360000|1984-03-30 00:00:00||False
53664|17036153|30231|211026|1200 N NASH ST 0814|||2454|0376|SLATER COURTENAY M &|320000|1990-11-05 00:00:00||False
