PropertyKey|RealEstatePropertyCode|ProvalLrsnId|NeighborhoodNbr|PropertyStreetNbrNameText|SalesTypeCode|SalesTypeDsc|DeedBookNbr|DeedPageNbr|GranteeName|SaleAmt|SaleDate|LandRecordDocumentNbr|MaskOwnerAddressInd
22667|17037008|30359|870000|1500 12th ST N|5|5-Not Market Sale|2786|0024|JOHNSON RALPH W                     |0|1996-06-13 00:00:00||False
22668|17037010|30360|506040|1428 12th ST N|||1697|0410||0|1969-01-01 00:00:00||False
22668|17037010|30360|506040|1428 12th ST N|||1927|0527|KOLOKOUSIS JOHN P &|75000|1976-09-10 00:00:00||False
22668|17037010|30360|506040|1428 12th ST N|W|W-Will / R.O.S/L O H|X072|2381|KRIVAK BESSIE KOLOKOUSIS|0|2007-05-17 00:00:00||False
22668|17037010|30360|506040|1428 12th ST N|W|W-Will / R.O.S/L O H|X072|2381|KOLOKOUSIS JOHN P  ESTATE|0|2007-05-17 00:00:00||False
22668|17037010|30360|506040|1428 12th ST N|||4593|2659|BEVERLY  L C|750000|2012-08-21 00:00:00||False
22668|17037010|30360|506040|1428 12th ST N|7|7-Partial Interest|    |    |JOHNSON RALPH W TR ET AL|0|2023-12-06 00:00:00|20230100014321                  |False
22668|17037010|30360|506040|1428 12th ST N|7|7-Partial Interest|    |    |JOHNSON RALPH W TR|128000|2023-12-07 00:00:00|20230100014340                  |False
22669|17037014|30361|870000|1201 N NASH ST|5|5-Not Market Sale|2701|1603|KAUL RALPH TRUSTEE                  |0|1994-10-26 00:00:00||False
22669|17037014|30361|870000|1201 N NASH ST|4|4-Multiple RPCs, Not A Coded S|2865|1182|ALBRITTAIN SYDNEY E TR              |1200000|1997-12-16 00:00:00||False
22669|17037014|30361|870000|1201 N NASH ST|A|A-Correction Deed|3064|1276|ALBRITTAIN SYDNEY E TR              |0|1999-06-29 00:00:00||False
22670|17037015|30362|870000|1205 N NASH ST|2|2-Sale or Gift to Relative|2761|0445|WOODWARD FELICIA D                  |0|1995-11-28 00:00:00||False
22670|17037015|30362|870000|1205 N NASH ST|||2902|0554|ALBRITTAIN SYDNEY E TR              |400000|1998-06-08 00:00:00||False
22671|17037020|30363|870000|1310 N MEADE ST|||1901|0618|MILLER ROLLINS WM JR &|225000|1975-11-26 00:00:00||False
22671|17037020|30363|870000|1310 N MEADE ST|5|5-Not Market Sale|2837|0408|MILLER ROLLINS WILLIAM &|0|1997-06-20 00:00:00||False
22671|17037020|30363|870000|1310 N MEADE ST|5|5-Not Market Sale|3877|0213|MILLER JANE R TR|0|2005-07-14 00:00:00||False
22671|17037020|30363|870000|1310 N MEADE ST|5|5-Not Market Sale|    |    |HANTZES MARY BRENDAN  TR|0|2020-08-26 00:00:00|20200100022053                  |False
22671|17037020|30363|870000|1310 N MEADE ST|7|7-Partial Interest|    |    |MILLER ROBERT KEVIN  TR  |0|2021-01-05 00:00:00|20210100000903                  |False
22671|17037020|30363|870000|1310 N MEADE ST|||||MEADE RESIDENTIAL LLC|6750000|2022-02-28 00:00:00|20220100004116                  |False
22672|17037021|30364|870000|N MEADE ST|5|5-Not Market Sale|2701|1603|KAUL RALPH TRUSTEE                  |0|1994-10-26 00:00:00||False
22672|17037021|30364|870000|N MEADE ST|4|4-Multiple RPCs, Not A Coded S|2865|1182|ALBRITTAIN SYDNEY E TR              |1200000|1997-12-16 00:00:00||False
65983|17037023|30365|211005|1510 12th ST N 200|2|2-Sale or Gift to Relative|2660|0398|GELLER ISABEL TR ET AL              |0|1994-02-03 00:00:00||False
65983|17037023|30365|211005|1510 12th ST N 200|||2707|1386|DETRICK BRIAN LEE                   |88000|1994-12-20 00:00:00||False
65983|17037023|30365|211005|1510 12th ST N 200|||4297|1742|MILLER JESSE                        |257500|2009-07-30 00:00:00||False
22673|17037024|30366|211005|1510 12th ST N 202|3|3-Family Sale|1887|0783|LLOYD CAROLYN T                     |0|1975-05-16 00:00:00||False
22673|17037024|30366|211005|1510 12th ST N 202|||2097|0142|TRIPLETT MARGARET S                 |32700|1983-06-24 00:00:00||False
22673|17037024|30366|211005|1510 12th ST N 202|W|W-Will / R.O.S/L O H|X071|2558|LLOYD CAROLYN TRIPLETT              |0|2007-01-12 00:00:00||False
22673|17037024|30366|211005|1510 12th ST N 202|||4533|1469|KANAAN RABIH S                      |244000|2012-02-17 00:00:00||False
22673|17037024|30366|211005|1510 12th ST N 202|5|5-Not Market Sale|4540|1573|KANAAN RABIH S                      |0|2012-02-24 00:00:00||False
22673|17037024|30366|211005|1510 12th ST N 202|||4692|1275|FORBES ERIC C                       |262823|2013-05-28 00:00:00||False
22673|17037024|30366|211005|1510 12th ST N 202|||    |    |MARBER ELANA SUSAN                  |327000|2018-07-30 00:00:00|20180100013119                  |False
22674|17037025|30367|211005|1510 12th ST N 203|||1846|0221|GIBSON PATRICIA SUZANNE             |36500|1900-01-01 00:00:00||False
22674|17037025|30367|211005|1510 12th ST N 203|W|W-Will / R.O.S/L O H|GO68|1345|GIBSON PATRICIA S EST OF            |0|1997-11-07 00:00:00||False
22674|17037025|30367|211005|1510 12th ST N 203|E|E-Estate Sale|3050|0186|KINNEY JONATHAN C TR                |63000|2000-03-28 00:00:00||False
22674|17037025|30367|211005|1510 12th ST N 203|F|F-Multiple RPCs Not Market Sal|    |    |KINNEY BARBARA A                    |0|2016-09-08 00:00:00|20160100019690                  |False
22674|17037025|30367|211005|1510 12th ST N 203|F|F-Multiple RPCs Not Market Sal|    |    |SP ESSEX  LLC                       |0|2016-09-26 00:00:00|20160100020965                  |False
65984|17037026|30368|211005|1510 12th ST N 204|5|5-Not Market Sale|2724|0851|MAYERS RUSSELL S                    |0|1995-05-22 00:00:00||False
65984|17037026|30368|211005|1510 12th ST N 204|||2843|1658|GAYTON CYNTHIA M                    |72900|1997-07-31 00:00:00||False
22675|17037027|30369|211005|1510 12th ST N 205|||2550|1136|BIROU LUARA MARIE|77500|1992-10-07 00:00:00||False
22675|17037027|30369|211005|1510 12th ST N 205|||2778|0093|UDEOZOR GEORGE CHIDEBE|90000|1996-05-30 00:00:00||False
22675|17037027|30369|211005|1510 12th ST N 205|||3108|1024|OKOBI VICTORIA|91700|2000-12-14 00:00:00||False
22675|17037027|30369|211005|1510 12th ST N 205|2|2-Sale or Gift to Relative|    |    |OKOBI I K ANTHONY|0|2016-09-27 00:00:00|20160100021919                  |False
22675|17037027|30369|211005|1510 12th ST N 205|||    |    |ESPINOSA GLENNPETER|245000|2018-01-02 00:00:00|20180100000024                  |False
22675|17037027|30369|211005|1510 12th ST N 205|||    |    |KEPPLER CASEY |395000|2020-08-12 00:00:00|20200100020077                  |False
22676|17037028|30370|211005|1510 12th ST N 300|||1842|0346|CORNELIUS FREDERICK DUANE           |41000|1900-01-01 00:00:00||False
22676|17037028|30370|211005|1510 12th ST N 300|5|5-Not Market Sale|2057|0103|CORNELIUS FREDERICK DUANE           |0|1973-10-04 00:00:00||False
22676|17037028|30370|211005|1510 12th ST N 300|W|W-Will / R.O.S/L O H|1842|0346|CORNELIUS FREDERICK DUANE           |0|2001-12-09 00:00:00||False
22676|17037028|30370|211005|1510 12th ST N 300|||3640|0812|GOWER MICHAEL R                     |253000|2003-12-19 00:00:00||False
22676|17037028|30370|211005|1510 12th ST N 300|5|5-Not Market Sale|3831|0911|GOWER MICHAEL R &                   |0|2005-03-23 00:00:00||False
53680|17037029|30371|211005|1510 12th ST N 301|||1983|0338|CORNELIUS FREDERICK D &             |43500|1979-01-15 00:00:00||False
53680|17037029|30371|211005|1510 12th ST N 301|||2567|1208|HOLLAND SUSAN                       |88500|1992-12-29 00:00:00||False
53680|17037029|30371|211005|1510 12th ST N 301|||2999|0139|HITZ-SANCHEZ ALEXANDER              |94000|1999-07-16 00:00:00||False
53680|17037029|30371|211005|1510 12th ST N 301|||3519|0924|O'DONNELL R JOSEPH JR &             |210000|2003-05-30 00:00:00||False
53680|17037029|30371|211005|1510 12th ST N 301|||||GOWER MICHAEL & EVE C GOWER|350000|2021-12-14 00:00:00|20210100039717                  |False
22677|17037030|30372|211005|1510 12th ST N 302|5|5-Not Market Sale|1820|0465|                                    |0|1973-01-01 00:00:00||False
22677|17037030|30372|211005|1510 12th ST N 302|||1847|0546|BRICE EDWARD J                      |37500|1973-11-21 00:00:00||False
22677|17037030|30372|211005|1510 12th ST N 302|W|W-Will / R.O.S/L O H|X102|2441|BRICE EDWARD J ESTATE               |0|2010-08-10 00:00:00||False
22677|17037030|30372|211005|1510 12th ST N 302|W|W-Will / R.O.S/L O H|X104|2384|BRICE EDWARD J ESTATE               |0|2010-08-10 00:00:00||False
22677|17037030|30372|211005|1510 12th ST N 302|||4534|1570|CROCKER EDWARD B                    |235000|2012-02-21 00:00:00||False
22677|17037030|30372|211005|1510 12th ST N 302|5|5-Not Market Sale|||1510 CONDO LLC|0|2024-08-30 00:00:00|20240100010459                  |False
22678|17037031|30373|211005|1510 12th ST N 303|||2355|1090|TARAN GLEB O   ET AL                |78000|1988-10-27 00:00:00||False
22678|17037031|30373|211005|1510 12th ST N 303|||2506|1390|CALLICOTT EDWARD M                  |88500|1992-01-28 00:00:00||False
22678|17037031|30373|211005|1510 12th ST N 303|||    |    |CHASOVSKIKH SERGEY G                |257000|2015-12-15 00:00:00|20150100027403                  |False
53681|17037032|30374|211005|1510 12th ST N 304|A|A-Correction Deed|1820|0465|1510 CONDOMINIUMS                   |0|1973-04-25 00:00:00||False
53681|17037032|30374|211005|1510 12th ST N 304|||1851|0580|ABBOTT CHARLES WHITNEY & MARIA      |37000|1974-01-22 00:00:00||False
53681|17037032|30374|211005|1510 12th ST N 304|W|W-Will / R.O.S/L O H|1851|0580|ABBOTT MARIA AUXILIADORA            |0|2001-10-17 00:00:00||False
53681|17037032|30374|211005|1510 12th ST N 304|||4398|0987|MUNIZ DUSTIN                        |260000|2010-09-30 00:00:00||False
53681|17037032|30374|211005|1510 12th ST N 304|S|S-Short Sale|    |    |SCHULZ VIRGINIA BEACH  LLC          |200000|2017-07-17 00:00:00|20170100015978                  |False
53681|17037032|30374|211005|1510 12th ST N 304|||    |    |VILLELA GABRIELA REGINA ARIAS       |294900|2018-10-09 00:00:00|20180100017594                  |False
22679|17037033|30375|211005|1510 12th ST N 305|||2490|1568|COFFIN PHYLLIS D                    |89000|1991-09-26 00:00:00||False
22679|17037033|30375|211005|1510 12th ST N 305|||2588|1487|GIACALONE MICHAEL                   |87000|1993-02-14 00:00:00||False
22679|17037033|30375|211005|1510 12th ST N 305|2|2-Sale or Gift to Relative|4180|0675|GIACALONE MICHAEL LOUIS             |0|2008-02-19 00:00:00||False
22679|17037033|30375|211005|1510 12th ST N 305|8|8-Gov't Agencies Acquisition|4394|2385|SECRETARY OF HOUSING AND            |340065|2010-05-28 00:00:00||False
22679|17037033|30375|211005|1510 12th ST N 305|1|1-Foreclosure, Auction, Bankru|4380|2684|BAC HOME LOANS SERVICING LP         |340065|2010-05-28 00:00:00||False
22679|17037033|30375|211005|1510 12th ST N 305|||4452|0432|MORMANN PROPERTIES                  |186950|2011-04-04 00:00:00||False
22679|17037033|30375|211005|1510 12th ST N 305|||4486|0699|MORRISSEY BRIAN  &                  |262000|2011-09-12 00:00:00||False
22680|17037034|30376|211005|1510 12th ST N 400|||2354|1878|BOWMAN DANIEL L                     |87500|1988-10-27 00:00:00||False
22680|17037034|30376|211005|1510 12th ST N 400|||2784|1249|DRENNEN MARGARET ANN                |86600|1996-07-03 00:00:00||False
22680|17037034|30376|211005|1510 12th ST N 400|||4624|2091|ROBERTS BRIAN M                     |260000|2012-11-15 00:00:00||False
53682|17037035|30377|211005|1510 12th ST N 401|||1988|1081|RODRIGUEZ MIGUEL RICARDO            |55000|1979-05-21 00:00:00||False
53682|17037035|30377|211005|1510 12th ST N 401|||2166|1453|GALBRAITH WAYNE M                   |74800|1985-01-31 00:00:00||False
22681|17037036|30378|211005|1510 12th ST N 402|||1869|0426|                                    |40500|1974-01-01 00:00:00||False
22681|17037036|30378|211005|1510 12th ST N 402|||1956|0951|HUBBARD HAROLD H                    |44000|1977-11-03 00:00:00||False
22681|17037036|30378|211005|1510 12th ST N 402|5|5-Not Market Sale|3663|0265|HUBBARD HAROLD A TR                 |0|2004-02-23 00:00:00||False
22681|17037036|30378|211005|1510 12th ST N 402|2|2-Sale or Gift to Relative|    |    |PACK SAMUEL K  TR                   |0|2019-05-03 00:00:00|20190100007671                  |False
22682|17037037|30379|211005|1510 12th ST N 403|||1887|0687|                                    |37000|1975-01-01 00:00:00||False
22682|17037037|30379|211005|1510 12th ST N 403|||1887|0687|KLINGENSMITH RICHARD M              |37000|1975-05-27 00:00:00||False
22682|17037037|30379|211005|1510 12th ST N 403|||3092|1860|ARLEDGE ELIZABETH ADRIAN            |103000|2000-10-20 00:00:00||False
22682|17037037|30379|211005|1510 12th ST N 403|||3646|0591|ARTEMEL ENGIN M & AGNES P           |263200|2004-01-09 00:00:00||False
22682|17037037|30379|211005|1510 12th ST N 403|2|2-Sale or Gift to Relative|3658|0407|ARTEMEL ENGIN M                     |0|2004-02-12 00:00:00||False
22683|17037038|30380|211005|1510 12th ST N 404|||1886|0014|YEN ANTHONY M                       |36500|1975-05-27 00:00:00||False
22683|17037038|30380|211005|1510 12th ST N 404|||2253|1295|ANDRUSYSZYN BRUNHILDE               |65000|1986-12-26 00:00:00||False
22683|17037038|30380|211005|1510 12th ST N 404|||3304|0119|DEFOSSE THEODORE M                  |140000|2002-05-28 00:00:00||False
22683|17037038|30380|211005|1510 12th ST N 404|||4328|1346|BRUBAKER LARA                       |270000|2009-11-30 00:00:00||False
22684|17037039|30381|211005|1510 12th ST N 405|||2246|1632|WELLS CHRISTINE                     |76500|1986-11-21 00:00:00||False
22684|17037039|30381|211005|1510 12th ST N 405|||2798|1461|MILLS KELLI A                       |85300|1996-09-23 00:00:00||False
22684|17037039|30381|211005|1510 12th ST N 405|||3616|1177|DAVIS JENNIFER K                    |250000|2003-10-28 00:00:00||False
22684|17037039|30381|211005|1510 12th ST N 405|||3734|0048|GALIFIANAKIS ELEANOR A              |299900|2004-07-21 00:00:00||False
22684|17037039|30381|211005|1510 12th ST N 405|||    |    |MCAULEY WILLIAM R III               |260000|2015-03-02 00:00:00|20150100004167                  |False
22685|17037040|30382|211005|1510 12th ST N 500|||1964|0771|LINO MARISA R                       |18935|1977-12-28 00:00:00||False
22685|17037040|30382|211005|1510 12th ST N 500|||2752|1506|KYSAR DERRICK A &                   |96000|1995-11-10 00:00:00||False
22685|17037040|30382|211005|1510 12th ST N 500|6|6-Quitclaim|3969|0090|KYSAR GIUSEPPINA M                  |0|2005-11-22 00:00:00||False
22685|17037040|30382|211005|1510 12th ST N 500|||3983|2468|GROEN SARAH L                       |304150|2006-05-25 00:00:00||False
22685|17037040|30382|211005|1510 12th ST N 500|||||LISK BRIAN|395000|2023-03-28 00:00:00|20230100003092                  |False
22686|17037041|30383|211005|1510 12th ST N 501|||1885|0464|SAVILL GORDON A                     |40000|1975-05-16 00:00:00||False
22686|17037041|30383|211005|1510 12th ST N 501|||2882|1895|PHELPS KATHLEEN W                   |83000|1998-03-23 00:00:00||False
22686|17037041|30383|211005|1510 12th ST N 501|||3860|0110|TEATES NOAH                         |357000|2005-06-24 00:00:00||False
22686|17037041|30383|211005|1510 12th ST N 501|||4166|2308|DURANA PABLO                        |365000|2008-02-12 00:00:00||False
22686|17037041|30383|211005|1510 12th ST N 501|2|2-Sale or Gift to Relative|4469|1245|DURANA PABLO                        |0|2011-06-24 00:00:00||False
22687|17037042|30384|211005|1510 12th ST N 502|5|5-Not Market Sale|2724|0849|MAYERS RUSSELL STEVENS              |0|1995-05-22 00:00:00||False
22687|17037042|30384|211005|1510 12th ST N 502|A|A-Correction Deed|4502|1638|POWELL RUSSELL A                    |0|1997-10-27 00:00:00||False
22687|17037042|30384|211005|1510 12th ST N 502|||2856|1956|POWELL RUSSELL A                    |77500|1997-10-27 00:00:00||False
22687|17037042|30384|211005|1510 12th ST N 502|||3007|1711|LOVICK DERRICK A                    |85000|1999-08-19 00:00:00||False
22687|17037042|30384|211005|1510 12th ST N 502|||4502|1644|LUDINGTON PHILLIP J                 |245000|2011-11-02 00:00:00||False
22687|17037042|30384|211005|1510 12th ST N 502|||4723|0380|SAVARD-MCNICOLL LEA                 |260000|2013-08-23 00:00:00||False
22687|17037042|30384|211005|1510 12th ST N 502|||    |    |POLLARD ROBERT G JR                 |339900|2018-04-12 00:00:00|20180100006029                  |False
65985|17037043|30385|211005|1510 12th ST N 503|||1858|0100|WEINBERG ROBERT LESTER &            |41000|1900-01-01 00:00:00||False
65985|17037043|30385|211005|1510 12th ST N 503|5|5-Not Market Sale|1820|0465|                                    |0|1900-01-01 00:00:00||False
22688|17037044|30386|211005|1510 12th ST N 504|||1971|0057|LEYMEISTER RONALD L|50500|1978-07-07 00:00:00||False
22688|17037044|30386|211005|1510 12th ST N 504|||2188|0628|RIDER ESTHER|68000|1985-08-26 00:00:00||False
22688|17037044|30386|211005|1510 12th ST N 504|W|W-Will / R.O.S/L O H|    |    |ANKA ALLEGRA|0|2024-06-20 00:00:00|20240400040370                  |False
22689|17037045|30387|211005|1510 12th ST N 505|||1848|0139|CHAFFEY JAMES                       |43000|1973-11-28 00:00:00||False
22689|17037045|30387|211005|1510 12th ST N 505|||1968|0259|SIMMONS WILLIAM H                   |51000|1978-06-05 00:00:00||False
22689|17037045|30387|211005|1510 12th ST N 505|||4807|1424|SCHERBAKOV IGOR                     |265500|2014-11-26 00:00:00||False
65986|17037046|30388|211005|1510 12th ST N 600|||1858|0697||46500|1974-01-01 00:00:00||False
65986|17037046|30388|211005|1510 12th ST N 600|||2037|1752|TAKARAMURA SUMIKO|89950|1981-03-30 00:00:00||False
65986|17037046|30388|211005|1510 12th ST N 600|||4369|0085|RUKAJ LIRIM|251000|2010-06-02 00:00:00||False
65986|17037046|30388|211005|1510 12th ST N 600|W|W-Will / R.O.S/L O H|    |    |RUKAJ VIOLETA|0|2020-07-06 00:00:00|20200400012538                  |False
22690|17037047|30389|211005|1510 12th ST N 601|||1838|0497||44000|1973-01-01 00:00:00||False
22690|17037047|30389|211005|1510 12th ST N 601|||1941|1879|KAUB KAREN|46500|1977-04-18 00:00:00||False
22690|17037047|30389|211005|1510 12th ST N 601|||    |    |SIMMON GEOFFREY HAMILTON  |414900|2021-02-25 00:00:00|20210100007325                  |False
22691|17037048|30390|211005|1510 12th ST N 602|||2026|1529|NEWBOLD BILLY C &                   |77950|1980-11-06 00:00:00||False
22691|17037048|30390|211005|1510 12th ST N 602|||2496|1715|CALLEJAS JUAN JOSE                  |102000|1991-11-18 00:00:00||False
22691|17037048|30390|211005|1510 12th ST N 602|6|6-Quitclaim|||CALLEJAS JUAN J |0|2025-05-06 00:00:00|20250100005388                  |False
65987|17037049|30391|211005|1510 12th ST N 603|||1943|0433|SCHINELLA MARGARET M                |47500|1977-05-03 00:00:00||False
65987|17037049|30391|211005|1510 12th ST N 603|||2550|1907|CONKLIN KENNETH C                   |77500|1992-10-09 00:00:00||False
22692|17037050|30392|211005|1510 12th ST N 604|||1857|0521|BROUSSARD GENEVIEVE LOIS            |42000|1900-01-01 00:00:00||False
22692|17037050|30392|211005|1510 12th ST N 604|||2533|1751|IRVINE BONNIE F                     |90000|1992-07-06 00:00:00||False
22693|17037051|30393|211005|1510 12th ST N 605|7|7-Partial Interest|2429|0242|PARSON DONNA H                      |7000|1983-11-01 00:00:00||False
22693|17037051|30393|211005|1510 12th ST N 605|||2703|1094|FISHER KENNETH K &                  |100000|1994-10-31 00:00:00||False
22693|17037051|30393|211005|1510 12th ST N 605|||3081|1463|CAPELLO JEANNE M                    |128000|2000-08-31 00:00:00||False
22693|17037051|30393|211005|1510 12th ST N 605|||3691|2118|ROSS ELAINE                         |316000|2004-04-28 00:00:00||False
22693|17037051|30393|211005|1510 12th ST N 605|||4780|2497|ARIAS CLAIRE                        |265300|2014-07-15 00:00:00||False
53683|17037052|30394|211005|1510 12th ST N 700|||2483|0624|NELSON TIMOTHY A                    |113000|1991-07-25 00:00:00||False
53683|17037052|30394|211005|1510 12th ST N 700|||2984|1485|CLASBY SUSAN GAY                    |108000|1999-05-20 00:00:00||False
53683|17037052|30394|211005|1510 12th ST N 700|||3639|1619|SALZBERG AARON A                    |312000|2003-12-18 00:00:00||False
53683|17037052|30394|211005|1510 12th ST N 700|||4462|1774|BACCHUS JAMES E  &                  |350000|2011-05-26 00:00:00||False
22694|17037053|30395|211005|1510 12th ST N 701|||1847|0120|                                    |45500|1973-01-01 00:00:00||False
22694|17037053|30395|211005|1510 12th ST N 701|||1952|0127|KARSON STANLEY G                    |55000|1977-08-31 00:00:00||False
22695|17037054|30396|211005|1510 12th ST N 702|||2546|0094|GOFF ROBERT O &                     |115000|1992-09-16 00:00:00||False
22695|17037054|30396|211005|1510 12th ST N 702|2|2-Sale or Gift to Relative|2901|1341|GOFF JENNIFER A                     |109107|1998-06-05 00:00:00||False
22695|17037054|30396|211005|1510 12th ST N 702|||||MCAULEY DAVID & LAURA G MCAULEY|405000|2021-09-07 00:00:00|20210100030784                  |False
53684|17037055|30397|211005|1510 12th ST N 703|5|5-Not Market Sale|1820|0465|                                    |0|1973-01-01 00:00:00||False
53684|17037055|30397|211005|1510 12th ST N 703|||1838|0509|IRONMONGER JOHN ROYAL               |44500|1973-08-29 00:00:00||False
53684|17037055|30397|211005|1510 12th ST N 703|||3773|0735|KOLLER MARY M                       |300000|2004-11-01 00:00:00||False
53684|17037055|30397|211005|1510 12th ST N 703|||    |    |MCAULEY DAVID  &                    |251000|2015-04-15 00:00:00|20150100007374                  |False
22696|17037056|30398|211005|1510 12th ST N 704|||2668|0815|LEACH TERRY D|94500|1994-03-31 00:00:00||False
22696|17037056|30398|211005|1510 12th ST N 704|||2971|1132|MARSH ROLLA J|99000|1999-03-26 00:00:00||False
22696|17037056|30398|211005|1510 12th ST N 704|||3329|1555|JEFFERSON GROUP LLC|140000|2002-07-22 00:00:00||False
22696|17037056|30398|211005|1510 12th ST N 704|||3353|0440|IZURIETA ROBERTO|189000|2002-09-03 00:00:00||False
22696|17037056|30398|211005|1510 12th ST N 704|N|N-DREA Not a market Sale|    |    |ASTUDILLO JULIA ALEGRIA|360000|2021-02-16 00:00:00|20210100006298                  |False
22697|17037057|30399|211005|1510 12th ST N 705|||1840|0515|HANKS MARY NELL                     |46500|1900-01-01 00:00:00||False
22697|17037057|30399|211005|1510 12th ST N 705|||2571|0184|LYDIARD HUGH W                      |102000|1993-01-22 00:00:00||False
22697|17037057|30399|211005|1510 12th ST N 705|||3078|1781|KUBAN MAURICE M JR                  |139000|2000-08-21 00:00:00||False
22697|17037057|30399|211005|1510 12th ST N 705|||4526|0765|SOM TAPAS K                         |254500|2012-01-24 00:00:00||False
22697|17037057|30399|211005|1510 12th ST N 705|2|2-Sale or Gift to Relative|4674|2118|SOM JAYAN                           |0|2013-04-01 00:00:00||False
22697|17037057|30399|211005|1510 12th ST N 705|5|5-Not Market Sale|||SOM JAYAN & JESSICA SELWAY|0|2023-04-04 00:00:00|20230100003369                  |False
22697|17037057|30399|211005|1510 12th ST N 705|||||COGBILL AARON|410000|2023-04-14 00:00:00|20230100004089                  |False
22698|17037058|30400|211005|1510 12th ST N PH1|||2368|0331|JONES RALPH D                       |132000|1989-01-27 00:00:00||False
22698|17037058|30400|211005|1510 12th ST N PH1|||2883|1216|JONES DEVIN B                       |130000|1998-03-17 00:00:00||False
22698|17037058|30400|211005|1510 12th ST N PH1|||3147|1655|CHIANG BENJAMIN                     |180000|2001-05-14 00:00:00||False
22698|17037058|30400|211005|1510 12th ST N PH1|||    |    |FREIMARK MELISSA S                  |399000|2019-02-21 00:00:00|20190100002897                  |False
22699|17037059|30401|211005|1510 12th ST N PH2|5|5-Not Market Sale|1820|0465|                                    |0|1973-01-01 00:00:00||False
22699|17037059|30401|211005|1510 12th ST N PH2|||1856|0276|AUSTENFELD ROBERT BERNARD JR        |49500|1974-02-25 00:00:00||False
22699|17037059|30401|211005|1510 12th ST N PH2|2|2-Sale or Gift to Relative|4268|2551|AUSTENFELD ROBERT B JR &            |0|2009-04-14 00:00:00||False
22699|17037059|30401|211005|1510 12th ST N PH2|||4456|2053|LLOYD CAROLYN T                     |330000|2011-04-27 00:00:00||False
22700|17037060|30402|211005|1510 12th ST N PH3|5|5-Not Market Sale|2556|1847|MAZAN WALTER L II &                 |0|1992-11-02 00:00:00||False
22700|17037060|30402|211005|1510 12th ST N PH3|||2897|0306|SAWYER JERRY A & KAREN A            |216000|1998-05-19 00:00:00||False
22700|17037060|30402|211005|1510 12th ST N PH3|||    |    |CORRAL DIEGO R  &                   |450000|2016-03-10 00:00:00|20160100004864                  |False
22701|17037061|30403|211005|1510 12th ST N PH4|||2323|0517|ANDERSON TOBYN J|129000|1988-04-13 00:00:00||False
22701|17037061|30403|211005|1510 12th ST N PH4|||2652|0126|THOMPSON DAVID C|122500|1994-01-12 00:00:00||False
22701|17037061|30403|211005|1510 12th ST N PH4|2|2-Sale or Gift to Relative|4272|2222|THOMPSON DAVID C|0|2009-05-08 00:00:00||False
22701|17037061|30403|211005|1510 12th ST N PH4|E|E-Estate Sale|    |    |IRVINE BONNIE|417000|2024-01-24 00:00:00|20240100000805                  |False
22702|17037062|30404|211005|1510 12th ST N PH5|||2536|1886|HAWKE DAVID MATTHEW                 |117000|1992-07-24 00:00:00||False
22702|17037062|30404|211005|1510 12th ST N PH5|||2981|1850|NEEL BRIAN T                        |131250|1999-05-06 00:00:00||False
22702|17037062|30404|211005|1510 12th ST N PH5|||4197|1039|BATTERSHELL CAROL                   |315000|2008-06-13 00:00:00||False
22702|17037062|30404|211005|1510 12th ST N PH5|||4466|1745|PRUDENTIAL RELOCATION INC           |340000|2011-04-25 00:00:00||False
22702|17037062|30404|211005|1510 12th ST N PH5|||4466|1749|WALSH DONALD J                      |340000|2011-05-26 00:00:00||False
22702|17037062|30404|211005|1510 12th ST N PH5|||    |    |MCAULEY MIA C                       |370000|2018-03-08 00:00:00|20180100003984                  |False
65988|17037159|30405|111008|1211 N NASH ST 00001|C|C-Condo Parking Space|2492|0195|OVERLOOK TOWNHOUSES HOMEOWNERS ASSOC|0|1991-09-30 00:00:00||False
65988|17037159|30405|111008|1211 N NASH ST 00001|||2492|0197|CAVANAUGH CAREY E &|167000|1991-10-03 00:00:00||False
65988|17037159|30405|111008|1211 N NASH ST 00001|||2691|1110|NELSON KENNETH|175000|1994-08-12 00:00:00||False
65988|17037159|30405|111008|1211 N NASH ST 00001|||3104|0560|RUTHERFORD JASON ROBERT|227000|2000-12-13 00:00:00||False
65988|17037159|30405|111008|1211 N NASH ST 00001|||3745|0206|VORWIG PETRA A|450000|2004-08-16 00:00:00||False
65988|17037159|30405|111008|1211 N NASH ST 00001|||    |    |WANG ZHOU|545000|2023-04-21 00:00:00|20230100004202                  |False
22703|17037160|30406|111008|1213 N NASH ST 00001|||1998|0869|LONG MARILYN W|144500|1979-09-28 00:00:00||False
22703|17037160|30406|111008|1213 N NASH ST 00001|5|5-Not Market Sale|2828|1149|LONG MARILYN W|0|1997-04-23 00:00:00||False
22703|17037160|30406|111008|1213 N NASH ST 00001|||3589|1649|JAMALI TEYMOUR|475000|2003-08-27 00:00:00||False
22703|17037160|30406|111008|1213 N NASH ST 00001|||    |    |BROSE CARLTON C|689000|2015-03-11 00:00:00|20150100004783                  |False
22703|17037160|30406|111008|1213 N NASH ST 00001|W|W-Will / R.O.S/L O H|    |    |BROSE MARGARITA S|0|2024-08-27 00:00:00|20150100004783                  |False
22704|17037161|30407|111008|1215 N NASH ST 00001|||1998|0853|HARFF JAMES W ET AL|144500|1979-09-28 00:00:00||False
